Идентификатор;Номер заказа;Ид. реактива;Ид. заказчика;Вес в граммах;Дата заказа;Ид. магазина;Стоимость партии
1246;SM828463AF;1951;54;670.507;2013-03-11;6;29372229.641999997
1247;SM828463AF;1146;54;578.009;2013-03-11;6;24926638.125
1248;XF810398YL;455;88;859.395;2021-06-19;7;76608189.09
1249;XF810398YL;722;88;20.183;2021-06-19;7;668158.215
1250;WD706499JI;1812;16;844.693;2013-05-13;2;73271204.899
1251;WD706499JI;713;16;190.483;2013-05-13;2;4165863.21
1252;BU211881SE;473;69;745.752;2022-12-10;8;57738357.09599999
1253;BT870703BY;335;19;888.765;2011-12-13;6;71270954.115
1254;BT870703BY;111;19;100.121;2011-12-13;6;3050987.233
1255;BT870703BY;1873;19;218.436;2011-12-13;6;10464613.452
1256;JL224097JR;713;74;657.941;2013-01-29;6;14389169.67
1257;JL224097JR;1249;74;115.755;2013-01-29;6;6770162.685
1258;JL224097JR;1958;74;637.95;2013-01-29;6;55532271.6
1259;GQ796602PY;71;91;886.067;2017-03-01;2;28382498.144
1260;GQ796602PY;1608;91;860.493;2017-03-01;2;77249898.582
1261;QQ527562DK;1744;49;643.763;2019-02-25;6;39993132.612
1262;QQ527562DK;727;49;284.225;2019-02-25;6;790145.5000000001
1263;TG172181ZF;1406;72;471.848;2011-07-09;8;10908653.912
1264;SS786644DL;1570;38;161.932;2018-02-05;7;15077488.52
1265;GX412746QH;1444;42;46.212;2014-10-01;2;944896.7640000001
1266;GX412746QH;287;42;566.02;2014-10-01;2;12173392.139999999
1267;VS255329CM;730;83;563.755;2016-11-03;4;37304232.105
1268;XA109484YH;621;55;319.064;2021-03-23;8;449242.112
1269;XA109484YH;752;55;910.474;2021-03-23;8;73416070.99000001
1270;XA109484YH;1131;55;393.841;2021-03-23;8;20613637.94
1271;DP483354PQ;855;31;566.691;2016-04-22;6;49622297.415
1272;DP483354PQ;824;31;340.966;2016-04-22;6;15304258.91
1273;CI814318YV;1777;12;245.004;2019-10-25;6;5135528.844
1274;CI814318YV;1330;12;273.344;2019-10-25;6;16687651.2
1275;XX220237UN;89;12;924.578;2017-08-21;2;33537217.794
1276;XX220237UN;776;12;970.858;2017-08-21;2;25099591.873999998
1277;ID418602IN;1059;62;247.102;2022-07-02;3;15443875.0
1278;ID418602IN;1197;62;775.808;2022-07-02;3;37913736.96
1279;ID418602IN;1495;62;434.022;2022-07-02;3;32947044.042
1280;QX653919NO;1892;80;612.81;2020-03-02;2;40099835.16
1281;QX653919NO;1140;80;258.61;2020-03-02;2;21920300.82
1282;QX653919NO;1170;80;632.931;2020-03-02;2;35550468.408
1283;AM736832ML;93;51;901.858;2021-05-02;2;31811237.233999997
1284;AM736832ML;1964;51;376.131;2021-05-02;2;18527836.928999998
1285;AM736832ML;1615;51;826.114;2021-05-02;2;59694997.64
1286;YY537395RV;616;20;217.95;2014-06-22;1;882479.5499999999
1287;YY537395RV;1067;20;378.077;2014-06-22;1;22686510.385
1288;WU535691CQ;1933;78;121.108;2018-08-03;6;4451566.756
1289;WU535691CQ;412;78;945.948;2018-08-03;6;77440033.02
1290;WU535691CQ;496;78;764.853;2018-08-03;6;6595327.419
1291;AM662371IG;964;57;450.647;2015-07-26;2;3335689.094
1292;AM662371IG;852;57;858.472;2015-07-26;2;9184791.928
1293;NA331669DS;1540;75;314.737;2012-08-22;4;20318161.772
1294;NA331669DS;1638;75;291.759;2012-08-22;4;28655985.462
1295;NA331669DS;1585;75;884.458;2012-08-22;4;52071580.291999996
1296;QW666999UQ;288;95;87.109;2017-07-09;7;7781882.515
1297;QW666999UQ;1724;95;937.812;2017-07-09;7;40200249.192
1298;YS559484SI;1730;27;704.985;2022-02-23;2;69723016.5
1299;JO811021ZW;71;33;650.268;2020-06-12;2;20829384.576
1300;WV971032XL;532;69;253.442;2013-08-30;3;12185744.802000001
1301;WV971032XL;728;69;120.918;2013-08-30;3;7443832.998000001
1302;MU457983MF;462;28;929.791;2017-07-15;7;53570838.256000005
1303;MU457983MF;1327;28;681.059;2017-07-15;7;21505118.983999997
1304;MU457983MF;1280;28;569.161;2017-07-15;7;22119303.942999996
1305;LA711325BB;1487;36;906.484;2022-09-24;0;13158521.744
1306;LA711325BB;1821;36;656.005;2022-09-24;0;16850800.435
1307;LA711325BB;14;36;213.998;2022-09-24;0;11057918.654
1308;DT206932GH;8;31;30.449;2016-01-30;0;6089.8
1309;DT206932GH;315;31;410.261;2016-01-30;0;7533212.482000001
1310;DT206932GH;483;31;770.784;2016-01-30;0;3027639.552
1311;YN488527ZT;994;23;377.331;2013-11-25;0;25786800.540000003
1312;UQ649381HK;1921;52;528.928;2012-01-02;2;20673150.88
1313;WE047037EX;1406;10;849.912;2018-05-09;5;19649115.528
1314;WE047037EX;888;10;921.351;2018-05-09;5;20099272.065
1315;WE047037EX;1339;10;805.676;2018-05-09;5;23633699.784
1316;HH230147MJ;622;27;264.506;2011-11-14;7;24044653.424
1317;HH230147MJ;1582;27;406.646;2011-11-14;7;18643905.808000002
1318;AL527984CU;1278;71;843.515;2018-04-06;6;1105004.65
1319;AL527984CU;247;71;600.765;2018-04-06;6;18149711.415
1320;TV274060NR;1048;49;908.727;2019-04-26;0;41550633.348
1321;KK545635BW;1668;25;340.635;2012-05-23;1;20035469.43
1322;KK545635BW;1772;25;217.903;2012-05-23;1;15633014.929
1323;JF082939PK;1037;36;947.116;2012-04-08;3;71165349.124
1324;UF458912MH;548;12;611.978;2019-02-15;4;43222782.18399999
1325;ZO405021YI;890;24;676.524;2012-10-19;1;57708173.724
1326;ZO405021YI;1988;24;981.803;2012-10-19;1;93671860.624
1327;ZO405021YI;1501;24;586.706;2012-10-19;1;38015028.564
1328;PV849697AU;125;22;50.731;2019-01-10;6;4521552.568
1329;PV849697AU;1028;22;73.821;2019-01-10;6;2874885.0239999997
1330;TA361402VY;1728;94;572.721;2017-03-21;8;13549433.418
1331;DV643931GZ;1288;52;195.073;2022-03-08;0;9977398.731
1332;QE271781KW;817;84;698.318;2011-04-30;3;43918615.655999996
1333;QE271781KW;490;84;571.371;2011-04-30;3;49678994.337
1334;LZ077535MJ;608;57;196.486;2022-12-25;6;5202359.822
1335;SE959477GI;329;6;417.357;2015-12-29;1;18250604.253000002
1336;SE959477GI;309;6;688.231;2015-12-29;1;33368191.804
1337;SE959477GI;1578;6;389.756;2015-12-29;1;13930269.195999999
1338;CR216426GC;251;86;985.707;2012-05-04;5;95446008.81
1339;CR216426GC;499;86;949.496;2012-05-04;5;82144696.944
1340;EE033856YE;709;67;324.168;2015-10-06;2;11997457.68
1341;EE033856YE;546;67;862.774;2015-10-06;2;20182872.182
1342;WW724491UU;390;5;780.723;2019-07-22;4;26649198.882
1343;WW724491UU;1859;5;148.429;2019-07-22;4;10266091.785
1344;LK145774KP;1026;12;805.741;2021-04-24;8;69052809.441
1345;LK145774KP;1895;12;332.083;2021-04-24;8;27671812.224000003
1346;YX979649LV;940;35;194.939;2017-10-09;7;13665223.9
1347;YX979649LV;159;35;621.13;2017-10-09;7;18106560.63
1348;YX979649LV;1466;35;982.27;2017-10-09;7;88410193.62
1349;HX628548MS;351;51;864.277;2021-06-04;1;22803084.368
1350;HX628548MS;1708;51;314.58;2021-06-04;1;21657889.259999998
1351;KK967636XI;264;45;15.854;2014-10-28;1;1553041.986
1352;NW907788DT;1643;63;560.187;2017-07-24;1;22264632.315
1353;NW907788DT;643;63;177.583;2017-07-24;1;6997302.949
1354;NW907788DT;225;63;233.857;2017-07-24;1;3324511.112
1355;ZC430592PM;55;76;76.386;2013-03-11;3;56602.026
1356;AO450901XT;1366;32;487.895;2011-10-15;7;2929321.58
1357;AO450901XT;109;32;101.337;2011-10-15;7;7931444.316000001
1358;DU866097XM;1145;23;620.09;2011-08-22;0;54164861.5
1359;DU866097XM;1535;23;651.493;2011-08-22;0;35966322.558000006
1360;PT211075VV;1978;87;875.575;2017-11-18;0;63362736.025000006
1361;PT211075VV;42;87;873.931;2017-11-18;0;18209226.316
1362;VJ741351SN;597;13;288.96;2016-08-27;7;11638441.92
1363;OW391809PK;1077;2;392.933;2012-02-24;8;34419752.001
1364;TI922733MJ;7;45;949.788;2020-09-22;8;51941056.356
1365;TI922733MJ;612;45;750.626;2020-09-22;8;24869740.632
1366;TI922733MJ;1045;45;457.812;2020-09-22;8;34945247.772
1367;ZG594866SS;281;33;798.383;2014-04-13;3;56263646.776
1368;ZG594866SS;963;33;90.952;2014-04-13;3;7640968.472
1369;EW683240WB;811;6;259.474;2014-07-06;2;9856638.838
1370;EW683240WB;1790;6;812.648;2014-07-06;2;73062743.736
1371;EW683240WB;1715;6;132.903;2014-07-06;2;633149.892
1372;LT131143EW;961;23;724.942;2018-08-21;5;13272238.136
1373;CG303893HU;285;29;584.744;2013-05-06;7;51280294.568
1374;CW644989ZO;1592;55;690.687;2019-01-23;7;48138121.152
1375;RO385575KZ;346;31;439.268;2011-04-26;7;32678025.055999998
1376;RO385575KZ;1076;31;31.74;2011-04-26;7;3116518.86
1377;JS910919GF;1788;64;150.954;2015-08-06;1;2248006.9680000003
1378;ST175324IF;447;19;721.23;2014-09-10;0;66710890.08
1379;ST175324IF;1725;19;599.962;2014-09-10;0;52151696.85
1380;ST175324IF;641;19;972.555;2014-09-10;0;46234292.144999996
1381;RV443320VK;129;6;233.505;2020-04-01;5;13134422.745
1382;RV443320VK;112;6;865.786;2020-04-01;5;27338924.522
1383;RV443320VK;1964;6;813.853;2020-04-01;5;40089584.927
1384;TI959726VP;627;22;189.724;2021-01-07;7;18017329.384
1385;HD592732KG;91;92;273.51;2020-01-31;0;4228464.6
1386;HD592732KG;955;92;163.692;2020-01-31;0;10209470.040000001
1387;HD592732KG;1794;92;432.034;2020-01-31;0;10522620.104
1388;GZ502231LH;84;46;932.745;2022-03-23;7;74178411.615
1389;GZ502231LH;1452;46;570.841;2022-03-23;7;37154899.008
1390;AH681322PA;1515;97;507.532;2015-08-07;1;49288462.648
1391;AH681322PA;1968;97;325.084;2015-08-07;1;30748720.308000002
1392;WX650531HH;1913;16;341.513;2011-12-07;7;16190789.817
1393;WX985368EW;1006;95;261.023;2015-10-11;0;25940726.763000004
1394;WX985368EW;1980;95;148.238;2015-10-11;0;319897.604
1395;DH070751WJ;429;40;482.012;2013-04-02;6;33612142.796
1396;DH070751WJ;471;40;460.448;2013-04-02;6;19022488.224
1397;DH070751WJ;1962;40;197.409;2013-04-02;6;5288389.700999999
1398;NL901516OI;1357;44;524.899;2017-11-11;0;38414733.315
1399;NL901516OI;212;44;568.86;2017-11-11;0;46864962.24
1400;LS717919SI;1052;74;929.558;2019-12-10;2;41640480.168
1401;OE447838ML;605;65;43.853;2011-06-30;3;1650890.038
1402;MS593950EA;32;20;757.67;2013-01-03;2;57344253.949999996
1403;JC744288JR;807;34;173.96;2016-12-08;8;16570907.72
1404;JC744288JR;1824;34;746.737;2016-12-08;8;7800414.702
1405;US441842ZK;896;78;771.324;2011-02-03;0;17732738.759999998
1406;US441842ZK;1400;78;606.722;2011-02-03;0;21015636.636
1407;ZW718867XL;1192;66;966.096;2017-05-07;7;27537600.384
1408;ZW718867XL;1021;66;373.694;2017-05-07;7;9054231.926
1409;ZW718867XL;1699;66;931.962;2017-05-07;7;60699617.022
1410;MP793812KW;8;97;696.24;2020-04-11;6;139248.0
1411;MP793812KW;1454;97;869.776;2020-04-11;6;69693411.328
1412;MP793812KW;1979;97;760.319;2020-04-11;6;5964702.555
1413;ZM337425UI;58;26;685.313;2021-03-06;7;64451631.710999995
1414;IF963980FC;631;64;952.088;2014-01-10;7;62861610.199999996
1415;IF963980FC;1132;64;89.714;2014-01-10;7;6790990.944
1416;TP269968KM;739;47;170.917;2018-11-05;8;13251195.01
1417;TP269968KM;1255;47;339.787;2018-11-05;8;1543652.341
1418;HM228010ER;1625;58;599.266;2017-04-22;5;54401367.48
1419;HM228010ER;840;58;271.01;2017-04-22;5;7717822.779999999
1420;VC593652XR;582;82;682.72;2013-10-08;3;45338069.760000005
1421;VC593652XR;812;82;924.602;2013-10-08;3;78428440.048
1422;VC593652XR;1367;82;175.73;2013-10-08;3;17564389.23
1423;JN927902AT;1808;93;963.335;2012-01-14;5;48450933.825
1424;JN927902AT;991;93;652.626;2012-01-14;5;64724836.176
1425;JN927902AT;1979;93;782.787;2012-01-14;5;6140964.015000001
1426;CF360588UK;584;45;818.804;2021-01-04;7;52486155.203999996
1427;CF360588UK;605;45;421.071;2021-01-04;7;15851638.866
1428;OR657058SV;737;96;928.953;2022-04-13;3;1616378.22
1429;OR657058SV;156;96;190.285;2022-04-13;3;15642378.424999999
1430;OR657058SV;655;96;265.811;2022-04-13;3;3039017.1629999997
1431;UJ751557BC;208;57;94.025;2019-09-24;8;2290072.9
1432;UJ751557BC;1216;57;858.512;2019-09-24;8;28403011.007999998
1433;IF942841EW;1153;24;281.486;2016-06-18;5;24021452.268
1434;IF942841EW;218;24;82.804;2016-06-18;5;7867373.648
1435;IH349654YI;152;79;339.439;2019-08-03;7;19726497.485
1436;QB565218KC;1115;59;312.674;2014-07-23;7;17508493.303999998
1437;QB565218KC;104;59;969.549;2014-07-23;7;60750970.791
1438;QB565218KC;241;59;591.885;2014-07-23;7;9687381.795
1439;DC519660PL;527;12;301.005;2013-10-06;6;4824207.135
1440;DC519660PL;841;12;375.745;2013-10-06;6;5316416.005
1441;CB912729QY;1216;35;745.626;2021-08-25;6;24668290.584
1442;CB912729QY;1212;35;972.883;2021-08-25;6;61180720.338
1443;CB912729QY;504;35;465.104;2021-08-25;6;2820855.76
1444;KU397424CU;1634;4;781.742;2013-04-22;8;2471086.462
1445;KU397424CU;178;4;763.441;2013-04-22;8;55018139.106
1446;FJ267505QJ;746;18;348.716;2022-12-30;1;2337792.0640000002
1447;FJ267505QJ;450;18;681.49;2022-12-30;1;6772647.62
1448;SH438032MZ;1132;33;408.551;2017-01-02;1;30925676.496
1449;XY199834GD;53;74;210.126;2014-02-20;6;14976520.524
1450;XY199834GD;935;74;257.541;2014-02-20;6;15298708.023
1451;XY199834GD;277;74;675.824;2014-02-20;6;64217472.304
1452;DW984725SR;466;38;441.781;2016-09-25;5;8783931.623
1453;DW984725SR;1533;38;577.146;2016-09-25;5;41938891.235999994
1454;DW984725SR;1043;38;337.444;2016-09-25;5;22228786.056
1455;ZF733581OJ;606;75;769.906;2012-04-11;4;47895082.353999995
1456;ZF733581OJ;52;75;723.979;2012-04-11;4;23284612.598
1457;GK220261EU;881;26;585.223;2017-11-27;4;5003071.426999999
1458;IG685841YQ;431;6;67.909;2012-09-05;8;2642746.6440000003
1459;IG685841YQ;15;6;400.233;2012-09-05;8;36157049.22
1460;IG685841YQ;1579;6;368.835;2012-09-05;8;17314959.075
1461;OK164889AX;1734;46;511.451;2021-03-22;3;43086678.044
1462;OK164889AX;800;46;728.049;2021-03-22;3;67305217.854
1463;OK164889AX;823;46;100.103;2021-03-22;3;5170720.362
1464;OG486371KM;939;0;263.027;2017-07-07;5;4520382.022
1465;OG486371KM;1048;0;475.593;2017-07-07;5;21746014.332000002
1466;OG486371KM;1828;0;671.158;2017-07-07;5;65215080.544
1467;YV414151BP;808;36;518.92;2014-10-21;4;48781593.519999996
1468;YV414151BP;1856;36;257.455;2014-10-21;4;6334165.364999999
1469;BP785346CY;1669;31;504.357;2021-06-30;7;2509680.432
1470;IL810403AT;965;80;549.464;2016-03-04;4;16400950.936000003
1471;IL810403AT;1588;80;763.816;2016-03-04;4;15973684.008000001
1472;IL810403AT;556;80;711.592;2016-03-04;4;59284864.296
1473;FA317814OD;1615;38;10.61;2017-12-14;4;766678.6
1474;FA317814OD;1339;38;461.238;2017-12-14;4;13529955.492
1475;LL479000AP;439;17;888.354;2013-10-06;0;40754128.104
1476;LL479000AP;1737;17;675.815;2013-10-06;0;45341779.980000004
1477;LL479000AP;1998;17;500.59;2013-10-06;0;22811385.709999997
1478;JK953356XQ;1069;41;722.479;2012-07-17;1;43352352.395
1479;NK715976RW;977;74;155.633;2012-06-17;6;2585531.029
1480;NK715976RW;1370;74;405.459;2012-06-17;6;9325557.0
1481;QQ560121RQ;86;63;244.246;2012-12-04;5;7069456.224
1482;TZ523759GX;1778;80;123.503;2020-07-02;0;3010015.116
1483;TZ523759GX;698;80;134.95;2020-07-02;0;1734107.4999999998
1484;TZ523759GX;509;80;311.669;2020-07-02;0;26018751.457999997
1485;SX554428NZ;37;16;283.71;2018-02-17;3;25179546.209999997
1486;RQ214355WA;209;79;145.016;2021-03-31;2;5819347.063999999
1487;RQ214355WA;1850;79;625.743;2021-03-31;2;7020210.717
1488;WD565135PE;684;13;334.293;2021-08-22;7;20919053.061
1489;WD565135PE;1081;13;624.088;2021-08-22;7;35360826.08
1490;JJ067499RW;853;67;349.437;2021-01-03;7;27315140.853
1491;CY764394VF;1530;5;931.693;2018-08-03;8;22732377.507
1492;CY764394VF;1327;5;481.279;2018-08-03;8;15196865.704
1493;CY764394VF;1734;5;367.268;2018-08-03;8;30940125.391999997
1494;UP120046GU;1341;1;808.951;2013-09-24;6;5584188.7530000005
1495;UP120046GU;415;1;409.099;2013-09-24;6;23707287.05
1496;SH239465IW;323;47;781.25;2019-10-05;1;20800000.0
1497;GN145461NQ;1590;49;995.455;2013-03-31;5;54086056.515
1498;GN145461NQ;1431;49;402.701;2013-03-31;5;24053330.73
1499;GN145461NQ;1268;49;752.331;2013-03-31;5;12405185.859000001
1500;ZL410827GW;1226;26;505.263;2016-08-18;6;12873090.714
1501;ZL410827GW;1665;26;204.448;2016-08-18;6;4065244.032
1502;FH261027HN;1070;37;539.223;2022-03-03;6;13957248.132
1503;SM637220WB;1022;22;822.445;2011-05-16;0;19069209.77
1504;SM637220WB;1645;22;677.333;2011-05-16;0;46996750.205
1505;ZY386579AV;730;93;723.719;2022-02-07;5;47889209.949
1506;ZY386579AV;1679;93;371.694;2022-02-07;5;34632588.45
1507;OK790266YN;1394;1;572.365;2018-09-27;3;31533304.945
1508;SL474694BB;1262;13;768.499;2013-02-23;0;47158941.135
1509;OC038485DV;1577;83;941.504;2020-04-14;1;42789473.792
1510;OC038485DV;60;83;331.787;2020-04-14;1;19695871.680999998
1511;CV611810CW;1591;46;450.156;2020-01-20;8;44866148.208000004
1512;CV611810CW;488;46;156.831;2020-01-20;8;5270933.079
1513;CV611810CW;1871;46;932.639;2020-01-20;8;52712756.28
1514;SK881649JJ;1930;87;639.545;2014-03-24;3;55889198.004999995
1515;SK881649JJ;480;87;554.955;2014-03-24;3;13549781.280000001
1516;PP271636UK;722;2;882.987;2015-04-08;5;29231284.634999998
1517;WO926419BN;1237;26;383.741;2013-11-11;2;4146321.505
1518;WO926419BN;1998;26;890.04;2013-11-11;2;40558232.76
1519;FK574823VV;1654;71;618.671;2012-10-23;0;57739945.759
1520;FK574823VV;1045;71;628.902;2012-10-23;0;48004718.56200001
1521;FK574823VV;232;71;277.977;2012-10-23;0;24392759.726999998
1522;UC118240JA;755;58;471.682;2012-12-12;2;8144533.0940000005
1523;UC118240JA;1511;58;923.73;2012-12-12;2;49495300.86
1524;LJ012588EJ;1292;94;793.999;2019-09-07;3;72894666.193
1525;LJ012588EJ;396;94;87.074;2019-09-07;3;5625415.77
1526;LJ012588EJ;266;94;240.885;2019-09-07;3;7860077.55
1527;OO521411FI;1870;17;913.704;2015-04-27;7;23907978.864
1528;VE560767BA;1427;94;881.55;2014-06-05;0;84102514.64999999
1529;TY343665AQ;836;83;350.213;2017-03-14;8;7517672.258
1530;TY343665AQ;789;83;115.7;2017-03-14;8;11105927.3
1531;EY029259CJ;508;93;559.434;2019-12-02;1;39454082.85
1532;KX752092EZ;384;44;496.601;2019-01-22;2;16591439.41
1533;KX752092EZ;1693;44;124.707;2019-01-22;2;4785631.125
1534;KX752092EZ;906;44;799.377;2019-01-22;2;36969587.496
1535;ST630676EV;1842;15;277.943;2015-04-23;3;21631191.917999998
1536;ST630676EV;1917;15;429.02;2015-04-23;3;8010661.4399999995
1537;ST630676EV;798;15;578.234;2015-04-23;3;18087159.52
1538;ZV567812QA;1895;32;454.022;2019-08-01;5;37832745.216
1539;ZV567812QA;1062;32;178.861;2019-08-01;5;7371934.976
1540;ZV567812QA;1898;32;868.694;2019-08-01;5;21658278.808
1541;UW975864ZE;1673;34;556.471;2011-09-11;5;824133.551
1542;UW975864ZE;1825;34;745.641;2011-09-11;5;28147947.75
1543;UW975864ZE;60;34;855.16;2011-09-11;5;50764863.08
1544;JZ021733MN;1410;67;48.28;2016-05-02;4;686879.56
1545;JZ021733MN;1844;67;302.524;2016-05-02;4;28312313.588
1546;US034563AE;1428;86;758.893;2022-07-28;2;56847156.844000004
1547;HN316110MD;873;65;746.62;2016-01-26;8;15737256.36
1548;HN316110MD;334;65;765.656;2016-01-26;8;27402828.24
1549;SA559285DK;840;78;818.07;2013-04-02;2;23296997.46
1550;SA559285DK;386;78;712.766;2013-04-02;2;37093768.172
1551;SA559285DK;12;78;90.373;2013-04-02;2;6897990.3440000005
1552;LQ313199BA;499;75;870.679;2011-03-12;7;75325923.006
1553;LQ313199BA;1123;75;586.686;2011-03-12;7;13636342.698
1554;LQ313199BA;1380;75;450.244;2011-03-12;7;36974037.28
1555;SF994701GU;494;33;445.116;2021-02-23;5;31504865.364
1556;SF994701GU;978;33;254.093;2021-02-23;5;22424469.529
1557;ZX326052RH;1951;15;209.48;2018-05-02;2;9176480.879999999
1558;ZX326052RH;1939;15;555.971;2018-05-02;2;35902939.267
1559;BV393333ZS;1342;28;6.785;2020-11-05;0;448929.525
1560;BV393333ZS;1661;28;336.699;2020-11-05;0;7471687.509000001
1561;PM677619YJ;1656;89;968.637;2020-05-07;6;11482222.998
1562;PM677619YJ;206;89;33.686;2020-05-07;6;679817.166
1563;PM677619YJ;56;89;599.866;2020-05-07;6;25847026.208
1564;AZ209756HU;982;68;702.965;2020-06-13;5;63600055.410000004
1565;LA111162WO;1855;7;249.561;2017-10-29;5;16721585.244
1566;NK421935BL;795;97;805.556;2014-10-25;4;60510144.496
1567;NK421935BL;1735;97;689.618;2014-10-25;4;22558094.398000002
1568;SS827902BO;39;60;754.52;2014-04-19;0;31162430.52
1569;VV758577DA;932;57;935.117;2021-02-14;7;71536450.5
1570;DK397301XJ;1474;15;294.957;2019-10-29;7;10225274.319
1571;DK397301XJ;306;15;639.084;2019-10-29;7;30800653.38
1572;AG036008PV;1118;54;448.203;2012-06-29;5;13870986.444
1573;KD520850ZA;1611;8;88.559;2018-05-19;3;8265300.029
1574;KD520850ZA;1620;8;812.171;2018-05-19;3;62309759.120000005
1575;KD520850ZA;577;8;275.4;2018-05-19;3;18371107.799999997
1576;BU363573TO;116;30;83.829;2013-02-22;2;8241312.818999999
1577;BU363573TO;351;30;748.179;2013-02-22;2;19739954.735999998
1578;AA023117PE;156;80;114.114;2017-06-09;6;9380741.370000001
1579;TK648415HX;1618;67;64.944;2020-09-01;5;4756888.224
1580;TK648415HX;1372;67;191.325;2020-09-01;5;12584975.85
1581;TK648415HX;1142;67;516.669;2020-09-01;5;33438301.011
1582;CZ429233GP;1232;16;620.998;2022-11-16;7;42634617.690000005
1583;CZ429233GP;68;16;895.66;2022-11-16;7;11667762.82
1584;GC363139VG;1642;31;523.418;2021-04-09;2;24377669.932
1585;GC363139VG;954;31;338.836;2021-04-09;2;33651497.34
1586;GC363139VG;1777;31;60.112;2021-04-09;2;1260007.632
1587;JB658216WD;1757;19;303.561;2017-01-02;8;29191032.882
1588;JB658216WD;1413;19;107.22;2017-01-02;8;931956.24
1589;JB658216WD;1367;19;439.219;2017-01-02;8;43900378.269
1590;RY135668FQ;1839;77;775.097;2014-06-25;8;73559805.688
1591;AD369127VX;714;93;788.836;2012-03-25;0;6513418.852
1592;BI622863FZ;224;5;826.329;2017-09-19;1;13337776.388999999
1593;BI622863FZ;967;5;630.326;2017-09-19;1;35476007.932000004
1594;NU333136ZA;458;18;228.177;2015-08-27;2;20676487.031999998
1595;NU333136ZA;1634;18;752.01;2015-08-27;2;2377103.61
1596;NU333136ZA;478;18;515.676;2015-08-27;2;37625783.664000005
1597;TJ379589VX;1891;76;238.832;2015-11-01;2;12284562.752
1598;GS272037CR;1573;25;582.875;2011-03-21;1;32555900.25
1599;GS272037CR;544;25;704.721;2011-03-21;1;51219827.001
1600;IS302133XL;169;8;978.496;2016-04-01;3;90916955.84
1601;JV868858WJ;1531;23;766.235;2015-01-16;3;72346376.23
1602;JV868858WJ;723;23;983.895;2015-01-16;3;10054423.004999999
1603;QU272402OW;645;83;472.737;2016-02-23;8;5734299.8100000005
1604;DY729103FZ;1402;12;337.218;2021-03-11;6;11594566.494
1605;DY729103FZ;71;12;754.271;2021-03-11;6;24160808.672
1606;TH733300IH;937;93;843.38;2022-10-04;4;60051186.14
1607;TH733300IH;361;93;192.141;2022-10-04;4;5683146.498
1608;TH733300IH;1097;93;486.078;2022-10-04;4;25892402.904
1609;IJ260538LG;113;54;231.679;2021-07-08;4;14576547.643
1610;YT587883GF;645;56;976.646;2012-01-03;8;11846715.979999999
1611;LF103288EO;450;19;277.244;2021-09-18;1;2755250.8720000004
1612;LF103288EO;1599;19;15.548;2021-09-18;1;1182223.276
1613;XE496593UW;1537;12;308.54;2013-03-06;5;29031762.76
1614;XE496593UW;1863;12;952.863;2013-03-06;5;70406094.207
1615;XE496593UW;1665;12;229.942;2013-03-06;5;4572166.728
1616;VE934845QI;289;51;451.852;2012-07-17;6;22504488.86
1617;VE934845QI;1883;51;646.401;2012-07-17;6;41038706.68799999
1618;TE678557AX;1243;96;963.175;2016-04-30;3;36967619.675
1619;VQ905996ZT;874;35;727.576;2015-04-23;2;72528413.56
1620;VQ905996ZT;677;35;264.712;2015-04-23;2;2266464.144
1621;NA565074LW;1423;31;661.604;2020-05-11;1;14744506.744
1622;BY770359WS;1752;44;921.865;2020-09-23;1;27581278.935
1623;BY770359WS;1759;44;510.448;2020-09-23;1;21750699.728
1624;BY770359WS;1291;44;293.293;2020-09-23;1;8039454.423
1625;XD231848SU;1840;36;798.263;2021-06-13;3;74242450.315
1626;NF991416LF;1337;94;297.718;2016-08-01;7;9616589.118
1627;NU608628EP;888;64;247.086;2011-09-03;1;5390181.09
1628;NU608628EP;724;64;880.496;2011-09-03;1;39244587.216
1629;QD185075UM;662;35;807.385;2017-04-22;7;50904816.865
1630;QD185075UM;66;35;970.02;2017-04-22;7;18683555.22
1631;OA878304YV;80;55;814.736;2019-07-13;4;1497484.768
1632;OA878304YV;491;55;471.881;2019-07-13;4;8303218.075999999
1633;OA878304YV;1757;55;453.028;2019-07-13;4;43564078.536
1634;DS300551YG;410;72;885.909;2022-05-22;0;37669736.589
1635;KX480505RU;668;55;976.215;2019-10-17;7;67459385.145
1636;KX480505RU;121;55;303.749;2019-10-17;7;9657091.957
1637;KX480505RU;831;55;587.251;2019-10-17;7;42785933.357999995
1638;BD912979NO;1911;81;176.784;2021-06-26;7;7152857.424
1639;BD912979NO;1464;81;868.718;2021-06-26;7;69299372.296
1640;BD912979NO;939;81;940.913;2021-06-26;7;16170530.818
1641;AA786158ZD;524;44;750.993;2011-10-26;7;50745348.003000006
1642;AA786158ZD;1445;44;82.586;2011-10-26;7;7471803.178
1643;QK750875OV;356;14;87.238;2022-09-09;5;1538180.416
1644;QK750875OV;923;14;458.513;2022-09-09;5;1998658.167
1645;YR013707ZA;1087;63;72.119;2013-07-23;7;5107756.056
1646;YR013707ZA;1517;63;220.894;2013-07-23;7;20545792.728
1647;VX554642TX;1682;95;395.788;2021-03-20;8;31851039.3
1648;AJ360739CI;1054;42;586.276;2016-05-24;8;47437936.264
1649;AJ360739CI;581;42;647.761;2016-05-24;8;15960183.279
1650;AJ360739CI;854;42;956.882;2016-05-24;8;87568099.34799999
